Index,Cathode,O,N,B,S,P,SSA,PV,mic/mes,ID/IG,Elyte,Current collector,Active mass loading,PW,CD,Cs
780,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,20,42.4
781,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,30,23.9
782,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,60,17.4
783,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,0.5,194.4
784,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,1,178.5
785,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,2,165.5
786,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,5,147.4
787,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,10,131.8
788,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,20,113.7
789,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,30,102.5
790,ANHPC-1,6.82,2.11,0,0,0,3407.6,1.953,0.416,2.41,2M ZnSO4,stainless-steel mesh,1,1.6,60,77.9
791,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,0.5,199.1
792,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,1,183
793,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,2,172.4
794,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,5,159.6
795,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,10,150.3
796,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,20,139.9
797,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,30,130.1
798,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,1,1.6,60,118.8
799,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,3,1.6,0.5,134.3
800,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,5,1.6,0.5,112.6
801,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,10,1.6,0.5,103.4
802,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,20,1.6,0.5,94
803,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,30,1.6,0.5,85.3
804,ANHPC-2,7.48,2.67,0,0,0,3553.1,2.071,0.363,2.79,2M ZnSO4,stainless-steel mesh,45,1.6,0.5,73.5
805,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,0.5,169.3
806,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,1,155.4
807,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,2,144.7
808,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,5,134
809,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,10,125.7
810,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,20,118.9
811,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,30,114.5
812,ANHPC-3,6.93,1.98,0,0,0,3415.3,2.482,0.19,2.82,2M ZnSO4,stainless-steel mesh,1,1.6,60,105.9
